text;label;STAWN
PODGRUPA: I1101 | MATNR: I1101160060A48933T | NAZWAPL: INOX-S16.0X060-6K-A4-80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101160110A47IT | NAZWAPL: INOX-S16.0X110-6K-A4 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1338 | MATNR: 1338040020IMS10T | NAZWAPL: W04.0X020-WS-IM-S-10.9 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1527 | MATNR: 1527330200S10D934T | NAZWAPL: NM33X2.0S-KL.10  NAKRETKA DIN934 | AVAILABLE: 26,35,38,39;39;73181699
PODGRUPA: 1112 | MATNR: 1112120045S88125T | NAZWAPL: S12.0X045-6K-S-1.25-08.8 SRUBA DIN961 | AVAILABLE: 29,32;32;73181588
PODGRUPA: I1119 | MATNR: I1119120060A2D444T | NAZWAPL: INOX-S12.0X060-SO-A2-30 SRUBA OCZ.DIN444 | AVAILABLE: 20,33;33;73181595
PODGRUPA: 1101 | MATNR: 1101080055O10D933T | NAZWAPL: S08.0X055-6K-O-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1112 | MATNR: 1112120030B10150IT | NAZWAPL: S12.0X030-6K-B-1.50-10.9 SRUBA ISO8676 | AVAILABLE: 29,32;32;73181588
PODGRUPA: I1314 | MATNR: I1314050028ZA2798T | NAZWAPL: INOX-W05.0X028-WW-PZ-A2 M.WALC.DIN7985 | AVAILABLE: 26,33;26;73181552
PODGRUPA: 1102 | MATNR: 1102200075B88I014T | NAZWAPL: S20.0X075-6K-B-46-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101120065B10I017T | NAZWAPL: S12.0X065-6K-B-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102160090G88D931S | NAZWAPL: S16.0X090-6K-G-38-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101140045B10LAKS | NAZWAPL: S14.0X045-6K-B-10.9- SRUBA | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1101 | MATNR: I1101200050A27IT | NAZWAPL: INOX-S20.0X050-6K-A2 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 3103 | MATNR: 3103060040PZAK | NAZWAPL: U06.0X040-US-PZ-A      WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 3103 | MATNR: 3103030013PZAPRK | NAZWAPL: U03.0X013-US-PZ-A  PRK-kg~2,43tys+ | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1308 | MATNR: 1308080050IMB88T | NAZWAPL: W08.0X050-WS-IM-B-08.8 STOZ.MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1102 | MATNR: 1102240150O10D931S | NAZWAPL: S24.0X150-6K-O-50-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 3101 | MATNR: 3101035035PZBT | NAZWAPL: U03.5X035-UP-PZ-B      WKR.UNIX PODK. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102300130S12D931T | NAZWAPL: S30.0X130-6K-S-72-12.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1308 | MATNR: 1308120040IMS10S | NAZWAPL: W12.0X040-WS-IM-S-10.9 STOZ.NIE UZYWAC | AVAILABLE: 27,29;29;73181568
PODGRUPA: I1101 | MATNR: I1101100045A2D933S | NAZWAPL: INOX-S10.0X045-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1314 | MATNR: I1314040016TXA4IT | NAZWAPL: INOX-W04.0X016-WW-TX20-A4 WALC.ISO14583 | AVAILABLE: 26,33;33;73181595
PODGRUPA: I1101 | MATNR: I1101100085A47933T | NAZWAPL: INOX-S10.0X085-6K-A4-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1206 | MATNR: 1206060012ZWS7434T | NAZWAPL: V06.0X012-VD-ZW-S-ISO7434 WK.DOCI.14H | AVAILABLE: 24,25,49;24;73181542
PODGRUPA: 3199 | MATNR: 3199050090S3BT | NAZWAPL: U05.0X090-IBH-60-S3  WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 3499 | MATNR: 3499RUR4003000CH1S | NAZWAPL: OKM-RURA CHROMOWANA D40X3000 1.0MM | AVAILABLE: 2,8,19,27,33,60;8;73069000
PODGRUPA: 1515 | MATNR: 1515080185020BZT | NAZWAPL: NRM 8X18.5X20B  OCYNK BIALY ZASLEPIONA+ | AVAILABLE: 38,49;38;73181692
PODGRUPA: 1102 | MATNR: 1102270260S10D931T | NAZWAPL: S27.0X260-6K-S-79-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;28;73181562
PODGRUPA: 1112 | MATNR: 1112100020B10100IT | NAZWAPL: S10.0X020-6K-B-1.00-10.9 SRUBA ISO8676 | AVAILABLE: 29,32;32;73181588
PODGRUPA: 6703 | MATNR: 6703082117FESS | NAZWAPL: WIERTLO NWKA SZLIF.HSS CO 8.2X117 T | AVAILABLE: 52,55;55;82075060
PODGRUPA: I1161 | MATNR: I1161200026A4150S | NAZWAPL: INOX-S20.0X026-IM-A4-1.5 SW19 DIN910 | AVAILABLE: 28,30;30;73181575
PODGRUPA: I1101 | MATNR: I1101240170A47933T | NAZWAPL: INOX-S24.0X170-6K-A4-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101200110S10D933T | NAZWAPL: S20.0X110-6K-S-10.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1306 | MATNR: 1306030004TXBIT | NAZWAPL: W03.0X004-WS-TX-B M.STOZ.ISO14581 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1306 | MATNR: 1306040014PZBT | NAZWAPL: W04.0X014-WS-PZ-B        METR.STOZ.+ | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1308 | MATNR: 1308060050IMB10T | NAZWAPL: W06.0X050-WS-IM-B-10.9 STOZ.MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1401 | MATNR: 1401390720R3HD125T | NAZWAPL: P39.0X72.0X6.0-R PODKLADKA DIN125A 300HV | AVAILABLE: 42,50;42;73182200
PODGRUPA: 1101 | MATNR: 1101300085B88I017T | NAZWAPL: S30.0X085-6K-B-08.8-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1314 | MATNR: I1314025028ZA4798T | NAZWAPL: INOX-W02.5X028-WW-PZ-A4 M.WALC.DIN7985 | AVAILABLE: 26,33;26;73181552
PODGRUPA: 3104 | MATNR: 3104035050PZCPRK | NAZWAPL: U03.5X050-US-PZ-C-30 PRK -kg~0,51tys | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1401 | MATNR: 1401270500B2HI708T | NAZWAPL: P27.0X50.0X4.0-B PODKLADKA ISO7089 200HV | AVAILABLE: 42,50;42;73182200
PODGRUPA: 1109 | MATNR: 1109060040AD603K | NAZWAPL: S06.0X040-ZG-A-18- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1338 | MATNR: 1338050008IMR10T | NAZWAPL: W05.0X008-WS-IM-R-10.9 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 3203 | MATNR: 3203060040BPRK | NAZWAPL: H06.0X040-6K----B    WKR.DREW KLUCZ+ | AVAILABLE: 17,19;17;73181100
PODGRUPA: 6799 | MATNR: 6799220400SZALS | NAZWAPL: WIERTLO SZALUNKOWE    22.0X400 | AVAILABLE: 54,55,56;56;82075090
PODGRUPA: 3899 | MATNR: 3899160430B88S | NAZWAPL: SDM16x430B-8.8 SZPILKA METRYCZNA | AVAILABLE: 23,24,25;25;73181548
PODGRUPA: 1101 | MATNR: 1101080022B10I017T | NAZWAPL: S08.0X022-6K-B-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3104 | MATNR: 3104060060PZBG8T | NAZWAPL: U06.0X060/40 US-PZ-BG 8MIK  MA11Q | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1308 | MATNR: 1308120090IMO10S | NAZWAPL: W12.0X090-WS-IM-O-10.9 STOZ.NIE UZYWAC | AVAILABLE: 27,29;29;73181568
PODGRUPA: 3103 | MATNR: 3103035030PZ9007T | NAZWAPL: U03.5X030-US-PZ- RAL 9007 WKR.UNIX STOZ | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1109 | MATNR: 1109060020B88D603T | NAZWAPL: S06.0X020-ZG-B-8.8 SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: FIS- | MATNR: FIS-ZASLEPK004277T | NAZWAPL: FIS-ZASLEPKA SPAX T20 BEZ 666108 | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;2;39263000
PODGRUPA: 1308 | MATNR: 1308160035IMO10S | NAZWAPL: W16.0X035-WS-IM-O-10.9 STOZ.NIE UZYWAC | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1308 | MATNR: 1308160070IMO10S | NAZWAPL: W16.0X070-WS-IM-O-10.9 STOZ.NIE UZYWAC | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1202 | MATNR: 1202060060IMS4027T | NAZWAPL: V06.0X060-VD-IM-S-ISO4027 WK.DOC.45H | AVAILABLE: 24,25;25;73181548
PODGRUPA: I1101 | MATNR: I1101050012A47IT | NAZWAPL: INOX-S05.0X012-6K-A4 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101120060A2D933T | NAZWAPL: INOX-S12.0X060-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101080025R258933K | NAZWAPL: S08.0X025-6K-R2-05.8- DIN933 GEOMET 240h | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 3103 | MATNR: 3103040012PZAPRK | NAZWAPL: U04.0X012-US-PZ-A PRK-kg~1,30tys | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1112 | MATNR: 1112240070S88200IT | NAZWAPL: S24.0X070-6K-S-2.00-08.8 SRUBA ISO8676 | AVAILABLE: 29,32;32;73181588
PODGRUPA: 1102 | MATNR: 1102200340S10D931T | NAZWAPL: S20.0X340-6K-S-65-10.9- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 6799 | MATNR: 6799300296NWKCS | NAZWAPL: WIERTLO DO METALU  NWKC WALC. 30.0X296 T | AVAILABLE: 54,55,56;55;82075060
PODGRUPA: 1199 | MATNR: 1199050016S127379S | NAZWAPL: S05.0X016/6-12.9-S SR.PASOWANA ISO7379 | AVAILABLE: 25,29,31,32,33;29;73181568
PODGRUPA: 1101 | MATNR: 1101080040S12D933T | NAZWAPL: S08.0X040-6K-S-12.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3103 | MATNR: 3103030020PZAK | NAZWAPL: U03.0X020-US-PZ-A      WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1528 | MATNR: 1528240150BD439T | NAZWAPL: NM24X1.5B  NAKRETKA NISKA DIN439 | AVAILABLE: 38,39;39;73181699
PODGRUPA: 1401 | MATNR: 1401080160B125F16T | NAZWAPL: P08.0X16.0X1.6-B  PODKLADKA DIN125 F16 | AVAILABLE: 42,50;42;73182200
PODGRUPA: 5352 | MATNR: 5352330100G88D976S | NAZWAPL: PG-M36X1000G-08.8 PRET GWINTOW. DIN975 | AVAILABLE: 24,25;25;73181548
PODGRUPA: I1101 | MATNR: I1101240065A4D933T | NAZWAPL: INOX-S24.0X065-6K-A4 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I3104 | MATNR: I3104100160TXA2T | NAZWAPL: INOX-U10.0X160/80 TX40A2 WKR.UNIX STOZ | AVAILABLE: 18,21;21;73181410
PODGRUPA: 1399 | MATNR: 1399060012ZWB85T | NAZWAPL: W06.0X012-WW-ZW-B DIN85A | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1102 | MATNR: 1102300130S88D931T | NAZWAPL: S30.0X130-6K-S-72-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 3101 | MATNR: 3101035013PZAT | NAZWAPL: U03.5X013-UP-PZ-A      WKR.UNIX PODK. | AVAILABLE: 19,22;22;73181499
PODGRUPA: I1101 | MATNR: I1101120080A2D933T | NAZWAPL: INOX-S12.0X080-6K-A2 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 3203 | MATNR: 3203060080BPRT | NAZWAPL: H06.0X080-6K----B WKR.DREW KLUCZ | AVAILABLE: 17,19;17;73181100
PODGRUPA: 3107 | MATNR: 3107030010PZBT | NAZWAPL: U03.0X010-UW-PZ-B      WKR.UNIX WALC. + | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1314 | MATNR: 1314025030PZBT | NAZWAPL: W02.5X030-WW-PZ-B  METR.WALC. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1303 | MATNR: 1303030010PCBT | NAZWAPL: W03.0X010-WP-PC-B        METR.PODK. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 3104 | MATNR: 3104060080PZAT | NAZWAPL: U06.0X080-US-PZ-A-50  WKR.UNIX STOZ.+ | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1401 | MATNR: 14010360GD125S | NAZWAPL: P36.0X66.0X5.0-G  PODKLADKA DIN125 | AVAILABLE: 42,50;42;73182200
PODGRUPA: I1101 | MATNR: I1101200070A27IT | NAZWAPL: INOX-S20.0X070-6K-A2 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1306 | MATNR: 1306080025PHBK | NAZWAPL: W08.0X025-WS-PH-B        METR.STOŻ. | AVAILABLE: 27,29;27;73181558
PODGRUPA: I3103 | MATNR: I3103050035TXA2T | NAZWAPL: INOX-U5.0X35 TX25A2 WKR.UNIX STOZK.   | AVAILABLE: 18,21;21;73181410
PODGRUPA: 3103 | MATNR: 3103050030PZAEXTRT | NAZWAPL: U05.0X030-US-PZ-A UNIX EXTRA | AVAILABLE: 19,22;19;73181290
PODGRUPA: 1101 | MATNR: 1101180170S88D933T | NAZWAPL: S18.0X170-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1102 | MATNR: 1102270250S88D931T | NAZWAPL: S27.0X250-6K-S-79-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102180260S88D931T | NAZWAPL: S18.0X260-6K-S-61-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102300120S88I014T | NAZWAPL: S30.0X120-6K-S-66-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1101 | MATNR: I1101200120A48933T | NAZWAPL: INOX-S20.0X120-6K-A4-80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101030020B88D933T | NAZWAPL: S03.0X020-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3103 | MATNR: 3103040013PZBL2T | NAZWAPL: U04.0X013-US-PZ-B WKR.UNIX STOZ.L2 | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102300520S88I014T | NAZWAPL: S30.0X520-6K-S-85-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 3114 | MATNR: 3114060090GTXAT | NAZWAPL: U06.0X090/60-GLAD-UHS-A TX30WK.DR.EXT | AVAILABLE: 19,22;19;73181290
PODGRUPA: 3103 | MATNR: 3103035016PZAL2EXT | NAZWAPL: U03.5X016-US-PZ-A WKR.UNIX STOZ. L2EX | AVAILABLE: 19,22;22;73181499
"PODGRUPA: I1161 | MATNR: I1161034030A2D910S | NAZWAPL: INOX-G  3/4""X030-IM-A2- SW24 DIN910 | AVAILABLE: 28,30";30;73181575
PODGRUPA: 1508 | MATNR: 1508060015012AIM5T | NAZWAPL: NEP-6A-IM-5-LP-M060X015X012-NAKR.ERICSON | AVAILABLE: 32,38;38;73181692
PODGRUPA: 1308 | MATNR: 1308040020IMB68T | NAZWAPL: W04.0X020-WS-IM-B-06.8 STOZ.MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: 3103 | MATNR: 3103030020PZBF20T | NAZWAPL: U03.0X020-US-PZ-B  VBM01030020-01 F20 | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1101 | MATNR: 1101100025MD933S | NAZWAPL: S10.0X025-6K-M-      SRUBA DIN933 | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1101 | MATNR: 1101300160G10I017T | NAZWAPL: S30.0X160-6K-G-10.9- SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1338 | MATNR: 1338200070IMB10T | NAZWAPL: W20.0X070-WS-IM-B-10.9 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: I1101 | MATNR: I1101200055A27933T | NAZWAPL: INOX-S20.0X055-6K-A2-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101330050S88D933T | NAZWAPL: S33.0X050-6K-S-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1314 | MATNR: I1314060045HA4798T | NAZWAPL: INOX-W06.0X045-WW-PH-A4 M.WALC.DIN7985 | AVAILABLE: 26,33;26;73181552
PODGRUPA: 1301 | MATNR: 1301080060IM5BT | NAZWAPL: W08.0X060-WK-IM-B-04.8  KULI. MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: I3104 | MATNR: I3104030025TXA2CTT | NAZWAPL: INOX-U03.0X025/18 A2 TX10 STOZ.CUT | AVAILABLE: 18,21;21;73181410
PODGRUPA: 1102 | MATNR: 1102390220S88I014T | NAZWAPL: S39.0X220-6K-S-103-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1319 | MATNR: 1319060020IMB88T | NAZWAPL: W06.0X020-WC-IM-B        M.CYLI. 8.8 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1655 | MATNR: 1655030008ALDT | NAZWAPL: NITOKOLEK 3.0X8AL DIN1476 | AVAILABLE: 45,50;45;73182900
PODGRUPA: I1101 | MATNR: I1101060040A48933T | NAZWAPL: INOX-S06.0X040-6K-A4 80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1319 | MATNR: 1319030006ZWMI207T | NAZWAPL: W03.0X006-WC-ZW-M METR.CYL.ISO1207 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 3801 | MATNR: 3801080070BT | NAZWAPL: SDM 8.0X.70B   SZPILKA DWUSTRONNA+ | AVAILABLE: 23,24,25;24;73181542
PODGRUPA: 3801 | MATNR: 3801160600B88S | NAZWAPL: SDM16X600B-8.8     SZPILKA DWUSTRONNA | AVAILABLE: 23,24,25;25;73181548
PODGRUPA: 1102 | MATNR: 1102180085S88D931T | NAZWAPL: S18.0X085-6K-S-42-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 3203 | MATNR: 3203120090BD571T | NAZWAPL: H12.0X090-6K----B WKR.DREW DIN571 | AVAILABLE: 17,19;17;73181100
PODGRUPA: 1108 | MATNR: 1108100035BD603K | NAZWAPL: S10.0X035-ZG-B- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 3104 | MATNR: 3104050080PZAK | NAZWAPL: U05.0X080-US-PZ-A-50  WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1338 | MATNR: 1338100035IMS88T | NAZWAPL: W10.0X035-WS-IM-S-08.8 STOZ.DIN7991 | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1205 | MATNR: 1205100016ZWB551T | NAZWAPL: V10.0X016-VD-ZW-B-DIN551 WK.DOCI.14H | AVAILABLE: 3,24,25,49;24;73181542
PODGRUPA: 1102 | MATNR: 1102080095S88D931T | NAZWAPL: S08.0X095-6K-S-22-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1101 | MATNR: 1101140020B58D933K | NAZWAPL: S14.0X020-6K-B-05.8- SRUBA DIN933 | AVAILABLE: 31,32,49;31;73181582
PODGRUPA: 1306 | MATNR: 1306050020TXBT | NAZWAPL: W05.0X020-WS-TX-B METR.STOZ. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1314 | MATNR: 1314030012PZCT | NAZWAPL: W03.0X012-WW-PZ-C        METR.WALC. | AVAILABLE: 27,29;27;73181558
PODGRUPA: 1308 | MATNR: 1308060035IMB10T | NAZWAPL: W06.0X035-WS-IM-B-10.9 STOZ.MRP | AVAILABLE: 27,29;29;73181568
PODGRUPA: 3104 | MATNR: 3104060100TXAT | NAZWAPL: U06.0X100-US-TX-A-60  WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1108 | MATNR: 1108100080AD603S | NAZWAPL: S10.0X080-ZG-A- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: I1101 | MATNR: I1101160050A28933T | NAZWAPL: INOX-S16.0X050-6K-A2 -80 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: I1101 | MATNR: I1101200070A47933T | NAZWAPL: INOX-S20.0X070-6K-A4-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 3104 | MATNR: 3104050100PZAK | NAZWAPL: U05.0X100-US-PZ-A-60  WKR.UNIX STOZ. | AVAILABLE: 19,22;22;73181499
PODGRUPA: 1102 | MATNR: 1102240070S58D931K | NAZWAPL: S24.0X070-6K-S-54-05.8 SRUBA DIN931 | AVAILABLE: 28,31,32,35;31;73181582
PODGRUPA: 1101 | MATNR: 1101060022B88D933T | NAZWAPL: S06.0X022-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1109 | MATNR: 110912012050BD603K | NAZWAPL: S12.0X120-ZG-B-50- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: I1199 | MATNR: I1199080030A2D224S | NAZWAPL: INOX-S08.0X030----A2  DIN22424 | AVAILABLE: 23,28,30,33;33;73181595
PODGRUPA: 1101 | MATNR: 1101160030S12D933T | NAZWAPL: S16.0X030-6K-S-12.9- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 3802 | MATNR: 380210025000400SS | NAZWAPL: SDM-M 10.0X2500/400/400S    SZPILKA DW | AVAILABLE: 24,25;24;73181542
PODGRUPA: 1111 | MATNR: 1111200100S88D608S | NAZWAPL: S20.0X100-ZS-S-08.8- ZAMK.STOZ DIN608 | AVAILABLE: 32,33;33;73181595
PODGRUPA: 1399 | MATNR: 1399030008ZWBD404T | NAZWAPL: W03.0X008-ZW-B    METR.STOZ. DIN404 | AVAILABLE: 27,29;27;73181558
PODGRUPA: 3114 | MATNR: 3114040050TXALK | NAZWAPL: U04.0X050/30-UHS-A TX20 WK.DR.EXT+LAKIER | AVAILABLE: 19,22;22;73181499
PODGRUPA: I1101 | MATNR: I1101040075A4D933T | NAZWAPL: INOX-S04.0X075-6K-A4 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1102 | MATNR: 1102080080GF88931T | NAZWAPL: S08.0X080-6K-GF-22-08.8- DIN931 ISO FIT | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102120120S10I014T | NAZWAPL: S12.0X120-6K-S-30-10.9- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1399 | MATNR: I1399050025WA285T | NAZWAPL: INOX-WWM5X25P A2DO MET.DIN85- | AVAILABLE: 26,28;26;73181552
PODGRUPA: 1308 | MATNR: 1308160140IMO10T | NAZWAPL: W16.0X140-WS-IM-O-10.9 STOZ.NIE UZYWAC | AVAILABLE: 27,29;29;73181568
PODGRUPA: 1108 | MATNR: 1108120025R88D603T | NAZWAPL: S12.0X025-ZG-R-08.8- SR.ZAMK.GRZYBK. | AVAILABLE: 33,49;33;73181595
PODGRUPA: 1101 | MATNR: 1101220050B88D933T | NAZWAPL: S22.0X050-6K-B-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101270130S10I017T | NAZWAPL: S27.0X130-6K-S-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: FIS- | MATNR: FIS-KOLEKM010899S | NAZWAPL: FIS-KOL MET.DO GIPSOK.HM5X37S 519772+ | AVAILABLE: 0,1,2,3,7,16,19,20,26,27,31,33,38,40,45,48,53,54,59,62,63;40;73181900
PODGRUPA: 1101 | MATNR: 1101160110B10I017T | NAZWAPL: S16.0X110-6K-B-10.9-SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: I1101 | MATNR: I1101030020A27933T | NAZWAPL: INOX-S03.0X020-6K-A2-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1102 | MATNR: 1102080220S88I014T | NAZWAPL: S08.0X220-6K-S-41-08.8- SRUBA ISO4014 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: 1102 | MATNR: 1102080105S88D931T | NAZWAPL: S08.0X105-6K-S-22-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1399 | MATNR: I1399080070ZA2965S | NAZWAPL: INOX-WSM8X70K A2DO MET.DIN965- | AVAILABLE: 26,28;26;73181552
PODGRUPA: I1101 | MATNR: I1101040020A27933T | NAZWAPL: INOX-S04.0X020-6K-A2-70 SRUBA DIN933 | AVAILABLE: 30,38;30;73181575
PODGRUPA: 1101 | MATNR: 1101120045R88D933T | NAZWAPL: S12.0X045-6K-R-08.8- SRUBA DIN933 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 1101 | MATNR: 1101270150G88I017T | NAZWAPL: S27.0X150-6K-G-08.8- SRUBA ISO4017 | AVAILABLE: 31,32,49;32;73181588
PODGRUPA: 6302 | MATNR: 6302100OC6X19M | NAZWAPL: GAL-LINA STAL.10.0 OCYNK.(8+2PCV) | AVAILABLE: 10,11;11;73121081
PODGRUPA: 1102 | MATNR: 1102120280S88D931T | NAZWAPL: S12.0X280-6K-S-49-08.8- SRUBA DIN931 | AVAILABLE: 28,31,32,35;32;73181588
PODGRUPA: I1119 | MATNR: I1119080070A2D444T | NAZWAPL: INOX-S08.0X070-SO-A2-22 SRUBA OCZ.DIN444 | AVAILABLE: 20,33;20;73181300
PODGRUPA: 1306 | MATNR: 1306030006PHCT | NAZWAPL: W03.0X006-WS-PH-C        METR.STOZ. | AVAILABLE: 27,29;27;73181558
PODGRUPA: I1101 | MATNR: I1101140090A47IT | NAZWAPL: INOX-S14.0X090-6K-A4 70 SRUBA ISO4017 | AVAILABLE: 30,38;30;73181575
