MATNR;NAZWAPL;STAWN;PODGRUPA;OPIS;MATERIAL;PODGRUPA_WIELKOSC;PODGRUPA_ILOSC_KODOW;PODGRUPA_ILOSC_UZUPELNONYCH
6709140460FESS;SWIDER SPIRALNY 14X460 T;;6709;Wiertło spiralne do drewna SWIDER SPIRALNY 14X460 T;;121;2;106
6709160460FESS;SWIDER SPIRALNY 16X460 T;;6709;Wiertło spiralne do drewna SWIDER SPIRALNY 16X460 T;;121;2;106
6709180460FESS;SWIDER SPIRALNY 18X460 T;;6709;Wiertło spiralne do drewna SWIDER SPIRALNY 18X460 T;;121;2;106
6709200460FESS;SWIDER SPIRALNY 20X460 T;;6709;Wiertło spiralne do drewna SWIDER SPIRALNY 20X460 T;;121;2;106
6799030150PCFESS;WIERTLO NWKP WALC.CO  3.0X150/100;;6799;Wiertła - inne WIERTLO NWKP WALC.CO  3.0X150/100;;272;3;263
6799030190PCFESS;WIERTLO NWKP WALC.CO  3.0X190/130;;6799;Wiertła - inne WIERTLO NWKP WALC.CO  3.0X190/130;;272;3;263
6799080300JORS;WIERTLA PROWADZACE8.0X300 JOR-;;6799;Wiertła - inne WIERTLA PROWADZACE8.0X300 JOR-;;272;3;263
6799100SZKLOFESS;WIERTLA DO SZKLA 10MM T;;6799;Wiertła - inne WIERTLA DO SZKLA 10MM T;;272;3;263
6799120SZKLOFESS;WIERTLA DO SZKLA 12MM T;;6799;Wiertła - inne WIERTLA DO SZKLA 12MM T;;272;3;263
6799150MORSES;WIERTLO NWKC HSS 15.0  MORSE’A;;6799;Wiertła - inne WIERTLO NWKC HSS 15.0  MORSE’A;;272;3;263
6799160MORSES;WIERTLO NWKC HSS 16.0  MORSE’A;;6799;Wiertła - inne WIERTLO NWKC HSS 16.0  MORSE’A;;272;3;263
6799165MORSES;WIERTLO NWKC HSS 16.5  MORSE’A;;6799;Wiertła - inne WIERTLO NWKC HSS 16.5  MORSE’A;;272;3;263
6799180MORSES;WIERTLO NWKC HSS 18.0  MORSE’A;;6799;Wiertła - inne WIERTLO NWKC HSS 18.0  MORSE’A;;272;3;263
771102160120BD931K;77-S16.0X120-6K-B-38-05.8-SRUBA DIN931;;7711;77 77-S16.0X120-6K-B-38-05.8-SRUBA DIN931;;4;2;2
771108100030BD603K;S10.0X030-ZG-B-BLEDNA CECHA 8.8 ;;7711;77 S10.0X030-ZG-B-BLEDNA CECHA 8.8;;4;2;2
FIS-BL-KOLEK07935O;FIS-BL K4 UX10X60RSK+H6K8,0X80 -90880;;FIS-;;;1653;21;520
FIS-BL-KOLEK13795O;FIS-BL-KOL DO GAZOB. 4x GB 8 K 52491-;;FIS-;;;1653;21;520
FIS-BL-KOLEK13806O;FIS-BL-KOLEK 20x SX 8x40 K 49108-;;FIS-;;;1653;21;520
FIS-BL-KOLEK13825O;FIS-BL-KOLEK+HP 4x UX 6x35 WH K    94623;;FIS-;;;1653;21;520
FIS-BL-KOLEK13826O;FIS-BL-KOLEK+HP 4x UX 8x50 WH K    94625;;FIS-;;;1653;21;520
FIS-BL-KOLEK13827O;FIS-BL-KOLEK+HP 2x UX10x60 WH K    94626;;FIS-;;;1653;21;520
FIS-BL-KOLEK13829O;FIS-BL-KOL+HO 4x UX6x35 RH K 94619;;FIS-;;;1653;21;520
FIS-BL-KOLEK13830O;FIS-BL-KOL+HO 4x UX8x50 RH K 94621;;FIS-;;;1653;21;520
FIS-BL-KOLEK13831O;FIS-BL-KOL+HO 2x UX10x60 RH K94622;;FIS-;;;1653;21;520
FIS-BL-KOLEK38974O;FIS-UX12x70 SK MOCOWANIE UNIW. [090875];;FIS-;;;1653;21;520
FIS-BL-KOLEK38975O;FIS-UX14x75 SK MOCOWANIE UNIW. [090876];;FIS-;;;1653;21;520
FIS-BL-KOLEK38976O;FIS-UX8x50 RSK MOCOWANIE UNIW. [090879];;FIS-;;;1653;21;520
FIS-BL-KOTW013794O;FIS-BL-KOL RAM. 4x FUR10X160 SS62417-;;FIS-;;;1653;21;520
FIS-BL-KOTW013818O;FIS-BL-KOL.UN+W 10x FU6x35 SK84326;;FIS-;;;1653;21;520
FIS-BL-KOTW013819O;FIS-BL-KOLEK UNIW+W  6x FU 8x50 SK 84327;;FIS-;;;1653;21;520
FIS-BL-KOTW013821O;FIS-BL-KOL.UN+W 4x FU10x60 SK84328;;FIS-;;;1653;21;520
FIS-BL-KOTW013822O;FIS-BL-METAL.MOC.+HO 2x KDH 3 K   45475;;FIS-;;;1653;21;520
FIS-BL-KOTW013823O;FIS-BL-METAL.MOC.+HO2xKDH4K84342;;FIS-;;;1653;21;520
FIS-BL-KOTW013824O;FIS-BL-MOCOW. LUSTRA SKL M K 1KPL  45490;;FIS-;;;1653;21;520
FIS-BOX653838O;FIS-ROUNDBOX DUOPOWER 6X30 535981 +;;FIS-;;;1653;21;520
FIS-BOX653839O;FIS-ROUNDBOX DUOPOWER 8X40 535982 +;;FIS-;;;1653;21;520
FIS-BOX653840O;FIS-ROUNDBOX DUOPOWER 10X50 541921 +;;FIS-;;;1653;21;520
FIS-CYNK00004667S;FIS-CYNK ALU  400 ML 509241  FISCHER;;FIS-;;;1653;21;520
FIS-CYNK00004668S;FIS-CYNK SPRAY 400 ML 509242  FISCHER;;FIS-;;;1653;21;520
FIS-CYNK00004948S;FIS-CYNK W SPRAYU DO ALUM. 400ML 509241;;FIS-;;;1653;21;520
FIS-CYNK00004950S;FIS-CYNK W SPRAYU STAL 400ML 509242;;FIS-;;;1653;21;520
FIS-CZZAM049933P;FIS-CZESCI ZAMIENNE;;FIS-;;;1653;21;520
FIS-DLUTO079148S;FIS-DLUTO SDS-MAX  25/600       504287;;FIS-;;;1653;21;520
FIS-DYBE011108S;FIS-DYBEL DO PUST.PRZEST.NA6X30;;FIS-;;;1653;21;520
FIS-DYBE645340S;FIS-DYBEL PRZECHYLNY KM10 50326;;FIS-;;;1653;21;520
FIS-DYBELM001964S;FIS-DYBEL WBIJANY  6X60 A2    FISCHER;;FIS-;;;1653;21;520
FIS-DYBELM010363S;FIS-DYBEL MOSIEZNY MS  4X16    FISCHER;;FIS-;;;1653;21;520
FIS-DYBELM084199S;FIS-DYBEL MOSIEZNY MS 8X30  78981;;FIS-;;;1653;21;520
FIS-DYBELM084200S;FIS-DYBEL MOSIEZNY MS  10X32  78661;;FIS-;;;1653;21;520
FIS-DYBELM084201S;FIS-DYBEL MOSIEZNY PO M 12X40FISCHER-;;FIS-;;;1653;21;520
FIS-FBH-030832S;FIS-FBH-HOLDER W1 UCHWYT DO BITOW 533148;;FIS-;;;1653;21;520
FIS-FBH-U024193S;FIS-FBH - UVH UCHWYT DO BITOW    FISCHER;;FIS-;;;1653;21;520
FIS-FCSCAN022115S;FIS-FCS CAN ZAPRAWA DO PEKNIEC   FISCHER;;FIS-;;;1653;21;520
FIS-FCSLIQ022883S;FIS-FCS LIQUID ZAPRAWA DO PEKNIEC FISCHE;;FIS-;;;1653;21;520
FIS-FDBPH2024189S;FIS-FDB PH2 BIT    FISCHER;;FIS-;;;1653;21;520
FIS-FDBPH3024190S;FIS-FDB PH3 BIT    FISCHER;;FIS-;;;1653;21;520
FIS-FDBPZ2024191S;FIS-FDB PZ2 BIT    FISCHER;;FIS-;;;1653;21;520
FIS-FDBPZ3024192S;FIS-FDB PZ3 BIT    FISCHER;;FIS-;;;1653;21;520
FIS-FFS7001686S;FIS-FFS  7.5X102 T30   WKRET OKIENNY;;FIS-;;;1653;21;520
FIS-FFS7022776S;FIS-FFS7.5X152 T30 WKR OKIENNY;;FIS-;;;1653;21;520
FIS-FFS7022777S;FIS-FFS  7.5X132 T30   WKRET OKIENNY;;FIS-;;;1653;21;520
FIS-FFS7022865S;FIS-FFS7.5X112 T30 WKR OKIENNY;;FIS-;;;1653;21;520
FIS-FFSZ7004462S;FIS-FFSZ 7.5X102 T25 WKR.OKIENNY 092701;;FIS-;;;1653;21;520
FIS-FFSZ7022778S;FIS-FFSZ 7.5X152 T25 WKR.OKIENNY 092705;;FIS-;;;1653;21;520
FIS-FFSZ7022779S;FIS-FFSZ 7.5X132 T25 WKR.OKIENNY 092704;;FIS-;;;1653;21;520
FIS-FFSZ7034494S;FIS-FFSZ 7.5X122 T25 WKR. OKIENNY 092703;;FIS-;;;1653;21;520
FIS-FPFCTP4060T;FIS-FPF II CTP 4.0X60 BC  670175;;FIS-;;;1653;21;520
FIS-FPFCTPT;FIS-FPF II CTP 3.0X45 BC  670021;;FIS-;;;1653;21;520
FIS-FPFCZF649692T;FIS-FPF II CZF 4.0X25 BC  670190;;FIS-;;;1653;21;520
FIS-FPFHH031589T;FIS-FPF-HH 4.5X30 ZPP  658020;;FIS-;;;1653;21;520
FIS-FPFLZ016644S;FIS-FPF-LZ 4.5X60 ZPF 652537;;FIS-;;;1653;21;520
FIS-FPFLZ016719S;FIS-FPF-LZ 4.5X50 A2F 657346;;FIS-;;;1653;21;520
FIS-FPFPT001685S;FIS-FPF-PT 3.0X16 ZPF;;FIS-;;;1653;21;520
FIS-FPFPT032183T;FIS-FPF-PT 4.0X20 A2F   657367;;FIS-;;;1653;21;520
FIS-FPFPZF699025T;FIS-FPF II PZF 4.0X50 BC 670248;;FIS-;;;1653;21;520
FIS-FPFST000000S;FIS-FPF-ST 5.0X70 A4P 40504;;FIS-;;;1653;21;520
FIS-FPFST014655T;FIS-FPF-ST 4.0X70 YZP-TX- A 653518;;FIS-;;;1653;21;520
FIS-FPFST015242S;FIS-FPF-ST 4.0X45B ZPP 652386;;FIS-;;;1653;21;520
FIS-FPFST016639S;FIS-FPF-ST 4.5X60 ZPP 652421;;FIS-;;;1653;21;520
FIS-FPFST031542T;FIS-FPF-ST 4.5X70 A4P 200 40504;;FIS-;;;1653;21;520
FIS-FPFST031590T;FIS-FPF-ST 3.5X40 YZP-TX- A  653463;;FIS-;;;1653;21;520
FIS-FPFST031619T;FIS-FPF-ST 4.5x30 BZP (669018);;FIS-;;;1653;21;520
FIS-FPFST038442T;FIS-FPF-ST 3.0X45 ZPP  652319;;FIS-;;;1653;21;520
FIS-FPFST046302S;FIS-FPF-ST 4.0X60 ZPP 652392;;FIS-;;;1653;21;520
FIS-FPFST056741S;FIS-FPF-ST 5.0X45ZPF-B-TX  652440;;FIS-;;;1653;21;520
FIS-FPFST056929T;FIS-FPF-ST 4.0X40 YZP-TX- A  653507;;FIS-;;;1653;21;520
FIS-FPFST057983S;FIS-FPF-ST 4.0X50 A4P 200 657285;;FIS-;;;1653;21;520
FIS-FPFST075477T;FIS-FPF-ST 4.0X45 YZP   653510;;FIS-;;;1653;21;520
FIS-FPFST079676T;FIS-FPF-ST 3.5X50 YZP-TX- A  653475;;FIS-;;;1653;21;520
FIS-FPFST079870T;FIS-FPF-ST 3.5X45 ZPP-TX- B  652349;;FIS-;;;1653;21;520
FIS-FPFST640482T;FIS-FPF-ST 5.0X60 ZPP-TX- B  652450;;FIS-;;;1653;21;520
FIS-FPFST642249T;FIS-FPF-ST 4.0X25 YZF-TX- A 653486;;FIS-;;;1653;21;520
FIS-FPFST656525T;FIS-FPF-ST 5.0X120 A2P 657100;;FIS-;;;1653;21;520
FIS-FPFSZ016638S;FIS-FPF-SZ 4.5X60 ZPP 652177;;FIS-;;;1653;21;520
FIS-FPFSZ016717S;FIS-FPF-SZ 4.5X60 A2P 657200;;FIS-;;;1653;21;520
FIS-FPFSZ016833S;FIS-FPF-SZ 4.0X60 ZPP 652392;;FIS-;;;1653;21;520
FIS-FPFSZ030869T;FIS-FPF-SZ 3.0X020  ZPF 652032;;FIS-;;;1653;21;520
FIS-FPFSZ051730S;FIS-FPF-SZ 4.0X50 A2P 657180;;FIS-;;;1653;21;520
FIS-FPFSZ639628T;FIS-FPF-SZ 4.0X60 ZPF 652840;;FIS-;;;1653;21;520
FIS-FTSST016726S;FIS-FPF-ST 5.0X60 A2P 660606;;FIS-;;;1653;21;520
FIS-KATOWN000152S;FIS-MW 38-90 KATOWNIK;;FIS-;;;1653;21;520
FIS-KATOWN004123S;FIS-KATOWNIK MW 27-90 79655;;FIS-;;;1653;21;520
FIS-KATOWN041864S;FIS-WK 100-100 KATOWNIK  63559;;FIS-;;;1653;21;520
FIS-KATOWN041865S;FIS-UWS KATOWNIK  49479;;FIS-;;;1653;21;520
FIS-KATOWN087619S;FIS-KATOWNIK MW 38-45  79658;;FIS-;;;1653;21;520
FIS-KLAMRA000159S;FIS-KLAMRA TKR  21-42    504363;;FIS-;;;1653;21;520
FIS-KLAMRA001459S;FIS-KLAMRA TKR  27/18    79411;;FIS-;;;1653;21;520
FIS-KLAMRA024580S;FIS-KLAMRA   TKL M9    FISCHER-;;FIS-;;;1653;21;520
FIS-KLAMRA024581S;FIS-KLAMRA TKR  21-42 A2  -;;FIS-;;;1653;21;520
FIS-KLAMRA030406S;FIS-KLAMRA   TKL M12    FISCHER;;FIS-;;;1653;21;520
FIS-KLAMRA080151S;FIS-KLAMRA   TKL M8    FISCHER;;FIS-;;;1653;21;520
FIS-KLAMRA080152S;FIS-KLAMRA   TKL M10    FISCHER;;FIS-;;;1653;21;520
FIS-KLAMRA637984S;FIS-KLAMRA TKR 31    538751;;FIS-;;;1653;21;520
FIS-KLESZC026696S;FIS-KLESZCZE LZ DZIURKACZ    FISCHER;;FIS-;;;1653;21;520
FIS-KOLEK074774S;FIS-KOLEK RAM.SXRL 14X120 FUS 530948;;FIS-;;;1653;21;520
FIS-KOLEK074775S;FIS-KOLEK RAM.SXRL 12X120 FUS 45795;;FIS-;;;1653;21;520
FIS-KOLEK639196O;FIS-KOLEK ROZP. SX-10X50  720 SZT 507909;;FIS-;;;1653;21;520
FIS-KOLEK697784S;FIS-KOLEK DUOPOWER 8X40 WH +HAK 535001;;FIS-;;;1653;21;520
FIS-KOLEK715496T;FIS-KOLEK DUOPOWER 5X25 555005;;FIS-;;;1653;21;520
FIS-KOLEK715497T;FIS-KOLEK DUOPOWER 5X25 +WK. 555105;;FIS-;;;1653;21;520
FIS-KOLEK715498T;FIS-KOLEK DUOPOWER 6X30 555006+;;FIS-;;;1653;21;520
FIS-KOLEK715499T;FIS-KOLEK DUOPOWER 6X30 +WK. 555106;;FIS-;;;1653;21;520
FIS-KOLEK715500T;FIS-KOLEK DUOPOWER 6X50 S 538245;;FIS-;;;1653;21;520
FIS-KOLEK715501T;FIS-KOLEK DUOPOWER 6X50   538240;;FIS-;;;1653;21;520
FIS-KOLEK715502T;FIS-KOLEK DUOPOWER 8X40 555008;;FIS-;;;1653;21;520
FIS-KOLEK715503T;FIS-KOLEK DUOPOWER 8X40 +WK. 555108;;FIS-;;;1653;21;520
FIS-KOLEK715504T;FIS-KOLEK DUOPOWER 8X65   538241;;FIS-;;;1653;21;520
FIS-KOLEK715505T;FIS-KOLEK DUOPOWER 8X65 S 538246;;FIS-;;;1653;21;520
FIS-KOLEK715506T;FIS-KOLEK DUOPOWER 10X50 555010;;FIS-;;;1653;21;520
FIS-KOLEK715507T;FIS-KOLEK DUOPOWER 10X50 +WK. 555110;;FIS-;;;1653;21;520
FIS-KOLEK715508T;FIS-KOLEK DUOPOWER 10X80   538242;;FIS-;;;1653;21;520
FIS-KOLEK715509T;FIS-KOLEK DUOPOWER 12X60 S 538248;;FIS-;;;1653;21;520
FIS-KOLEK715510T;FIS-KOLEK DUOPOWER 12X60  538243;;FIS-;;;1653;21;520
FIS-KOLEK715511T;FIS-KOLEK DUOPOWER 14X70   538244;;FIS-;;;1653;21;520
FIS-KOLEK715512T;FIS-KOLEK DUOTEC 10 537258;;FIS-;;;1653;21;520
FIS-KOLEK715513T;FIS-KOLEK DUOTEC 12 542796;;FIS-;;;1653;21;520
FIS-KOLEK715514T;FIS-KOLEK DUOXPAND 10X100 FUS 562168;;FIS-;;;1653;21;520
FIS-KOLEK715515T;FIS-KOLEK DUOXPAND 10X100 T 562156;;FIS-;;;1653;21;520
FIS-KOLEK715516T;FIS-KOLEK DUOXPAND 10X120 FUS 562169;;FIS-;;;1653;21;520
FIS-KOLEK715517T;FIS-KOLEK DUOXPAND 10X120 T 562157;;FIS-;;;1653;21;520
FIS-KOLEK715518T;FIS-KOLEK DUOXPAND 10X140 FUS 562170;;FIS-;;;1653;21;520
FIS-KOLEK715519T;FIS-KOLEK DUOXPAND 10X140 T 562158;;FIS-;;;1653;21;520
FIS-KOLEK715520T;FIS-KOLEK DUOXPAND 10X160 FUS 562171;;FIS-;;;1653;21;520
FIS-KOLEK715521T;FIS-KOLEK DUOXPAND 10X160 T 562159;;FIS-;;;1653;21;520
FIS-KOLEK715522T;FIS-KOLEK DUOXPAND 10X80 FUS 562167;;FIS-;;;1653;21;520
FIS-KOLEK715523T;FIS-KOLEK DUOXPAND 10X80 T 562155;;FIS-;;;1653;21;520
FIS-KOLEK715524T;FIS-KOLEK DUOXPAND 8X100 FUS 562153;;FIS-;;;1653;21;520
FIS-KOLEK715525T;FIS-KOLEK DUOXPAND 8X100 T 562150;;FIS-;;;1653;21;520
FIS-KOLEK715526T;FIS-KOLEK DUOXPAND 8X120 FUS 562154;;FIS-;;;1653;21;520
FIS-KOLEK715527T;FIS-KOLEK DUOXPAND 8X120 T 562151;;FIS-;;;1653;21;520
FIS-KOLEK715528T;FIS-KOLEK DUOXPAND 8X80 FUS 562152;;FIS-;;;1653;21;520
FIS-KOLEK715529T;FIS-KOLEK DUOXPAND 8X80 T 562149;;FIS-;;;1653;21;520
FIS-KOLEK732055S;FIS-KOLEK DUOPOWER 8X65 S DIY 538256+;;FIS-;;;1653;21;520
FIS-KOLEK732547S;FIS-KOLEK DUOPOWER 8X65 DIY 538251;;FIS-;;;1653;21;520
FIS-KOLEK732548S;FIS-KOLEK DUOPOWER 5X25 DIY 535452+;;FIS-;;;1653;21;520
FIS-KOLEK732549T;FIS-KOLEK DUOPOWER 10X80 DIY 538252;;FIS-;;;1653;21;520
FIS-KOLEK732550T;FIS-KOLEK DUOPOWER 5X25 DIY 535452;;FIS-;;;1653;21;520
FIS-KOLEK733056T;FIS-KOLEK DUOPOWER 8X65 DIY 538251+;;FIS-;;;1653;21;520
FIS-KOLEK733186S;FIS-KOLEK DUOPOWER 12X60 DIY 538253+;;FIS-;;;1653;21;520
FIS-KOLEK733187S;FIS-KOLEK DUOPOWER 6X50 S DIY 538255+;;FIS-;;;1653;21;520
FIS-KOLEK733493S;FIS-KOLEK DUOPOWER 10X80S DIY+H6K538257+;;FIS-;;;1653;21;520
FIS-KOLEK734850S;FIS-KOLEK DUOPOWER 6X30 570409;;FIS-;;;1653;21;520
FIS-KOLEK734851S;FIS-KOLEK DUOPOWER 8X40 570410;;FIS-;;;1653;21;520
FIS-KOLEK735575S;FIS-KOLEK DUOPOWER  6X30  DIY 535453+;;FIS-;;;1653;21;520
FIS-KOLEK735576S;FIS-KOLEK DUOPOWER 6X50 DIY 538250+;;FIS-;;;1653;21;520
FIS-KOLEK735578S;FIS-KOLEK DUOPOWER 10X50 DIY 535456+;;FIS-;;;1653;21;520
FIS-KOLEK735579S;FIS-KOLEK DUOPOWER 10X80 DIY 538252+;;FIS-;;;1653;21;520
FIS-KOLEK735581S;FIS-KOLEK DUOPOWER 14X70 DIY 538254+;;FIS-;;;1653;21;520
FIS-KOLEK735585S;FIS-KOLEK DUOPOWER 8X40 DIY 535455+;;FIS-;;;1653;21;520
FIS-KOLEK762454S;FIS-KOLEK DUOPOWER 5X25 DIY 535452;;FIS-;;;1653;21;520
FIS-KOLEK771066O;FIS-KOLEK DUOPOWER 10X50WH+HAK 535002;;FIS-;;;1653;21;520
FIS-KOLEK794691S;FIS-KOLEK DUOHM 5X55 S PZ 572921;;FIS-;;;1653;21;520
FIS-KOLEK794692S;FIS-KOLEK DUOHM 6X55 S PZ 572922;;FIS-;;;1653;21;520
FIS-KOLEK795509S;FIS-KOLEK DUOHM 4X55 S PZ 572920;;FIS-;;;1653;21;520
FIS-KOLEK795510O;FIS-SX PLUS 6X30 PLUG/HOOK (8SZT) 567835;;FIS-;;;1653;21;520
FIS-KOLEK795511O;FIS-SX PLUS 8X40 PLUG/HOOK (8SZT) 567844;;FIS-;;;1653;21;520
FIS-KOLEK795512O;FIS-SX PLUS 5X25 PLUG/HOOK (8SZT) 567843;;FIS-;;;1653;21;520
FIS-KOLEKD011456S;FIS-KOLEK DO BALUSTR. P9K    FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKD011457S;FIS-KOLEK DO STOPNI STAL. TB   FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKD037895S;FIS-KOLEK DO GAZOBETONU FMD 10X60 61209;;FIS-;;;1653;21;520
FIS-KOLEKD085157S;FIS-KOLEK DO GAZOBETONU FMD 8X60 61226;;FIS-;;;1653;21;520
FIS-KOLEKD094460S;FIS-KOLEK DO GAZOBETONU FMD 6X35;;FIS-;;;1653;21;520
FIS-KOLEKD094461S;FIS-KOLEK DO GAZOBETONU FMD 8X38;;FIS-;;;1653;21;520
FIS-KOLEKD697783S;FIS-KOLEK DO STYR.FID II PLUS 80 570349+;;FIS-;;;1653;21;520
FIS-KOLEKD740022S;FIS-KOLEK DO G-K DUOBLADE S+WKR.545678;;FIS-;;;1653;21;520
FIS-KOLEKD742033S;FIS-KOLEK DO STYR..FID II 50 570347+;;FIS-;;;1653;21;520
FIS-KOLEKD762455S;FIS-KOLEK DO G-K DUOBLADE S+WKR.545678+;;FIS-;;;1653;21;520
FIS-KOLEKG0015467S;FIS-KOŁEK GWOŹDZIOWY N 5X50 Z   FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKG002030S;FIS-KOLEK GWOZDZIOWY N6X40 ZZ;;FIS-;;;1653;21;520
FIS-KOLEKG004868S;FIS-KOLEK GWOZDZIOWY N8X80 Z  50358;;FIS-;;;1653;21;520
FIS-KOLEKG009184S;FIS-KOL GWOZDZIOWY N 6X40 FN 50342;;FIS-;;;1653;21;520
FIS-KOLEKG009192S;FIS-KOLEK GWOZDZIOWY N6X60Z  050355;;FIS-;;;1653;21;520
FIS-KOLEKG009197S;FIS-KOLEK GWOZDZIOWY N8X100Z FIS;;FIS-;;;1653;21;520
FIS-KOLEKG010769S;FIS-KOL GWOZDZIOWY N6X40 Z 050354;;FIS-;;;1653;21;520
FIS-KOLEKG018182S;FIS-KOLEK GWOZDZIOWY N 5X50 Z   FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKG082845S;FIS-KOLEK GKS   G-K;;FIS-;;;1653;21;520
FIS-KOLEKG096841T;FIS-KOLEK GWOZDZIOWY N5X30 FZ  50338;;FIS-;;;1653;21;520
FIS-KOLEKG715494T;FIS-KOLEK DO G-K DUOBLADE 545675;;FIS-;;;1653;21;520
FIS-KOLEKG715495T;FIS-KOLEK DO G-K DUOBLADE S+WKR.545676;;FIS-;;;1653;21;520
FIS-KOLEKG762690S;FIS-KOLEK DO G-K DUOBLADE DIY 545677+;;FIS-;;;1653;21;520
FIS-KOLEKM002721S;FIS-KOLEK UVD 14X75    FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKM010901S;FIS-KOLEK MOSI. PA4 M6X13.5 059484 !!WYP;;FIS-;;;1653;21;520
FIS-KOLEKM079554S;FIS-KOL MOSIEZNY PA4 M6X7.5 50484-;;FIS-;;;1653;21;520
FIS-KOLEKM079555S;FIS-KOLEK MOSI. PA4 M6X10.5 058484 !!WYP;;FIS-;;;1653;21;520
FIS-KOLEKM079557S;FIS-KOLEK MOSIEZNY PA4 M8X25;;FIS-;;;1653;21;520
FIS-KOLEKM088895S;FIS-KOL MET.DO GIPSOKAR.HM4X59S;;FIS-;;;1653;21;520
FIS-KOLEKM093551S;FIS-KOLEKMET.DOGIPSOK.HM5X65HFISCHE;;FIS-;;;1653;21;520
FIS-KOLEKM093552S;FIS-KOL MET.DO GIPSOKAR.HM4X32H;;FIS-;;;1653;21;520
FIS-KOLEKM099699S;FIS-KOLEK MOSIEZNY PA4 M10X25;;FIS-;;;1653;21;520
FIS-KOLEKM637769S;FIS-KOL MOSIEZNY PA4 M6X7.5 50484;;FIS-;;;1653;21;520
FIS-KOLEKM715530T;FIS-KOLEK METRYCZNY S M 6 50152;;FIS-;;;1653;21;520
FIS-KOLEKM715531T;FIS-KOLEK METRYCZNY S M 8 50153;;FIS-;;;1653;21;520
FIS-KOLEKM715532T;FIS-KOLEK METRYCZNY S M 10 50154;;FIS-;;;1653;21;520
FIS-KOLEKM715533T;FIS-KOLEK METRYCZNY S M 12 50155;;FIS-;;;1653;21;520
FIS-KOLEKP074864S;FIS-KOLEK PD 10 G-K  15935;;FIS-;;;1653;21;520
FIS-KOLEKP082859S;FIS-KOLEK PD  8 G-K  24771;;FIS-;;;1653;21;520
FIS-KOLEKP082885S;FIS-KOLEK PD 12;;FIS-;;;1653;21;520
FIS-KOLEKR000787S;FIS-KOLEK ROZP.RAM FUR10X100 T A4 88785;;FIS-;;;1653;21;520
FIS-KOLEKR000788S;FIS-KOLEK RAM.SXR 10X260 T 46271;;FIS-;;;1653;21;520
FIS-KOLEKR002494S;FIS-KOLEK ROZP.RAMOWY FUR14X240 T;;FIS-;;;1653;21;520
FIS-KOLEKR004748S;FIS-KOLEK ROZP.GWOZDZ.N 10X160 Z FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKR004865O;FIS-BL-MOCOWANIE DO IZOLACJI F 50 K 4x;;FIS-;;;1653;21;520
FIS-KOLEKR006622S;FIS-KOLEK ROZP. S14H100R FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKR008280S;FIS-KOLEK RAM.SXR  8X 60;;FIS-;;;1653;21;520
FIS-KOLEKR009193P;FIS-KOLEK ROZP.DO MOC.UMYWALKI WD 10X120;;FIS-;;;1653;21;520
FIS-KOLEKR009198S;FIS-KOLEK ROZP.GWOZDZ. N 8X120 Z FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKR009200S;FIS-KOL ROZP.GWOZDZ. N 6X80Z 50353-;;FIS-;;;1653;21;520
FIS-KOLEKR009207S;FIS-KOLEK ROZP.METR.KOSZUL.M6S-;;FIS-;;;1653;21;520
FIS-KOLEKR009335S;FIS-KOLEK ROZP.GWOZDZ. N10X230 Z  FISCHE;;FIS-;;;1653;21;520
FIS-KOLEKR009534S;FIS-KOLEK RAM.SXRL 10X 80 T A4 522709;;FIS-;;;1653;21;520
FIS-KOLEKR009655S;FIS-KOLEK RAM.SXR  6X 35 Z;;FIS-;;;1653;21;520
FIS-KOLEKR009656S;FIS-KOLEK RAM.SXR  6X 50 Z 503232;;FIS-;;;1653;21;520
FIS-KOLEKR009657S;FIS-KOLEK RAM.SXR  6X 60 Z;;FIS-;;;1653;21;520
FIS-KOLEKR010283S;FIS-KOLEK RAM.SXR  6X 50 503229;;FIS-;;;1653;21;520
FIS-KOLEKR010777S;FIS-KOLEK ROZP.GWOZDZ. N 5X30  Z FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKR010795S;FIS-KOLEK ROZPOR.SCHODOWY TB   60580;;FIS-;;;1653;21;520
FIS-KOLEKR010870T;FIS-KOLEK ROZPOROWY S4    FISCHER;;FIS-;;;1653;21;520
FIS-KOLEKR010871T;FIS-KOLEK ROZPOROWY S- 6X30   50106;;FIS-;;;1653;21;520
FIS-KOLEKR010872T;FIS-KOLEK ROZPOROWY S- 8X40  050108;;FIS-;;;1653;21;520
FIS-KOLEKR010873T;FIS-KOLEK ROZPOROWY S-10X50 050110;;FIS-;;;1653;21;520
FIS-KOLEKR011100S;FIS-KOLEK ROZP.RAM.S6  R50;;FIS-;;;1653;21;520
FIS-KOLEKR011463S;FIS-KOLEK ROZP.DO RUSZT.S14ROE185 52164;;FIS-;;;1653;21;520
FIS-KOLEKR015537S;FIS-KOLEK ROZP.RAMOWY FUR10X100 FUS;;FIS-;;;1653;21;520
